d=5, delta=3, alphastd=0.144704, alphadr=0.506249,
d=10, delta=3, alphastd=0.141559, alphadr=0.56987, 
d=10, delta=3, alphastd=0.140807, alphadr=0.570274,
d=10, delta=3, alphastd=0.140521, alphadr=0.569784, 
d=20, delta=3, alphastd=0.137859, alphadr=0.680802, 
d=20, delta=3, alphastd=0.13689, alphadr=0.680124,
d=20, delta=3, alphastd=0.138868, alphadr=0.681821, 
d=50, delta=3, alphastd=0.135213, alphadr=0.825588,
d=50, delta=3, alphastd=0.135275, alphadr=0.82486, 
d=50, delta=3, alphastd=0.135657, alphadr=0.825473,
d=100, delta=3, alphastd=0.134278, alphadr=0.900426,
d=100, delta=3, alphastd=0.134223, alphadr=0.900443,
d=100, delta=3, alphastd=0.135166, alphadr=0.900828,
d=200, delta=3, alphastd=0.134621, alphadr=0.946597,
d=200, delta=3, alphastd=0.134677, alphadr=0.946732, 
d=200, delta=3, alphastd=0.13419, alphadr=0.946691,
d=200, delta=1, alphastd=0.617298, alphadr=0.995155, 
d=200, delta=1, alphastd=0.616764, alphadr=0.994794,
d=200, delta=1, alphastd=0.616797, alphadr=0.995073,
d=200, delta=0.5, alphastd=0.802778, alphadr=0.998286,
d=200, delta=0.5, alphastd=0.802689, alphadr=0.998368,
d=200, delta=0.5, alphastd=0.802859, alphadr=0.998367, 
d=200, delta=0.2, alphastd=0.920511, alphadr=0.999623,
d=200, delta=0.2, alphastd=0.92038, alphadr=0.999636,
d=200, delta=0.2, alphastd=0.919996, alphadr=0.999463,
